project_name,task_name,source_datasets,target_datasets,location
datalake-cleansing,CleansingDesignMappingGFKGoodyearTask,['raw.designMappingGFKGoodyear'],['clean.designMappingGFKGoodyear'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/designmappinggfkgoodyear/CleansingDesignMappingGFKGoodyearTask.scala
datalake-cleansing,CleansingGroupedToBasketSizeTypeMappingTask,['raw.groupedToBasketSizeTypeMapping'],['clean.groupedToBasketSizeTypeMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/groupedtobasketsizetypemapping/CleansingGroupedToBasketSizeTypeMappingTask.scala
datalake-cleansing,CleansingPlatformCustomerMappingTask,['raw.platformCustomerMapping'],['clean.platformCustomerMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/platformcustomermapping/CleansingPlatformCustomerMappingTask.scala
datalake-cleansing,CleansingOffersAppBeadbarcodeTask,['raw.offersAppBeadbarcode'],['clean.offersAppBeadbarcode'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/suspiciousoffersapp/beadbarcode/CleansingOffersAppBeadbarcodeTask.scala
datalake-cleansing,CleansingOffersAppCaseTask,['raw.offersAppCase'],['clean.offersAppCase'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/suspiciousoffersapp/case/CleansingOffersAppCaseTask.scala
datalake-cleansing,CleansingOffersAppSkuTask,['raw.offersAppSku'],['clean.offersAppSku'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/suspiciousoffersapp/sku/CleansingOffersAppSkuTask.scala
datalake-cleansing,CompetitorsTask,['manual.retailCompetitors'],['clean.retailCompetitors'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/retail/competitors/CompetitorsTask.scala
datalake-cleansing,RegionalProductMasterTask,['raw.retailRegionalProductMaster'],['clean.retailRegionalProductMaster'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/retail/product/RegionalProductMasterTask.scala
datalake-cleansing,CleansingOEFitmentsTask,['manual.oeFitments'],"['clean.oeFitments', 'clean.oeFitmentsRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/sharepoint/oefitments/CleansingOEFitmentsTask.scala
datalake-cleansing,CleansingBmfWholesalerStockDataTask,['raw.bmfWholesalerStockData'],['clean.bmfWholesalerStockData'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/stock/bmfwholesalerstockdata/CleansingBmfWholesalerStockDataTask.scala
datalake-cleansing,CleansingStockReportTask,['raw.stockReport'],['clean.stockReport'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/stock/stockreport/CleansingStockReportTask.scala
datalake-cleansing,CleansingABHCarParkTask,['v.raws'],"['v.cleans', 'v.dirtys']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/abh/CleansingABHCarParkTask.scala
datalake-cleansing,CleansingExperianTirePark2016Task,['manual.experianTirePark.v2016Q4'],"['cleanLegacy.experianTirePark.v2016Q4', 'cleanLegacy.experianTirePark.v2016Q4Rejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/experian/CleansingExperianTirePark2016Task.scala
datalake-cleansing,CleansingExperianTirePark2017Task,['manual.experianTirePark.v2017Q4'],"['cleanLegacy.experianTirePark.v2017Q4', 'cleanLegacy.experianTirePark.v2017Q4Rejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/experian/CleansingExperianTirePark2017Task.scala
datalake-cleansing,CleansingExperianTirePark2019Task,['manual.experianTirePark.v2019Q4'],"['cleanLegacy.experianTirePark.v2019Q4', 'cleanLegacy.experianTirePark.v2019Q4Rejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/experian/CleansingExperianTirePark2019Task.scala
datalake-cleansing,CleansingGermanyTirePark2017Task,['manual.germanTirePark.v2017'],['cleanLegacy.germanTirePark.v2017'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/germany/CleansingGermanyTirePark2017Task.scala
datalake-cleansing,CleansingTecAllianceCarParkHistoricalTask,['manual.tecAllianceCarParkHistorical'],['cleanLegacy.tecAllianceCarParkHistorical'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/tecalliance/historical/CleansingTecAllianceCarParkHistoricalTask.scala
datalake-cleansing,CleansingTecAllianceCarPark2016Task,['manual.tecAllianceCarPark.v2016'],['cleanLegacy.tecAllianceCarPark.v2016'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/tecalliance/year2016/CleansingTecAllianceCarPark2016Task.scala
datalake-cleansing,CleansingTecAllianceCarPark2017Task,['manual.tecAllianceCarPark.v2017'],['cleanLegacy.tecAllianceCarPark.v2017'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/tecalliance/year2017/CleansingTecAllianceCarPark2017Task.scala
datalake-cleansing,CleansingTecAllianceCarPark2018Task,['manual.tecAllianceCarPark.v2018'],['cleanLegacy.tecAllianceCarPark.v2018'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/carpark/tecalliance/year2018/CleansingTecAllianceCarPark2018Task.scala
datalake-cleansing,CleansingForecast2019Task,['manual.strimForecast.by2019'],"['cleanLegacy.strimForecast.by2019.link', 'cleanLegacy.strimForecast.by2019Rejected.link']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/strimforecast/CleansingForecast2019Task.scala
datalake-cleansing,CleansingForecast2020Task,['manual.strimForecast.by2020'],"['cleanLegacy.strimForecast.by2020.link', 'cleanLegacy.strimForecast.by2020Rejected.link']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/strimforecast/CleansingForecast2020Task.scala
datalake-cleansing,CleansingForecast2021Task,['manual.strimForecast.by2021'],"['cleanLegacy.strimForecast.by2021.link', 'cleanLegacy.strimForecast.by2021Rejected.link']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/legacy/jobs/external/vehicledata/strimforecast/CleansingForecast2021Task.scala
